,productSaleAddons,productSaleCoreIngredients,id,timestamp,vendStatus,productPriceDefault,price,discountValue,costPrice,vatRate,totalPaid,netAmount,vatAmount,voucherCode,errorMessage,itemTagId,isRefunded,product.id,product.name,product.externalId,device.id,device.name,promotion.id,promotion.name,results.locationName,results.id,results.location.venue.id,promotion
23,[],[],5265911,2023-07-21T20:45:34.829582,Success,2.75,2.75,0.00,1.08,0.20,2.75,2.29,0.46,,,,False,13384,The Protein Ball Co - Peanut Butter,0813047020166,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4093394,1245,
24,[],[],5265912,2023-07-21T20:45:34.829582,Success,2.25,2.25,0.00,0.93,0.20,2.25,1.88,0.38,,,,False,13378,Omega 3 Nut Treat,5060531850180,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4093394,1245,
25,[],[],5265913,2023-07-21T20:45:34.829582,Success,3.25,3.25,0.00,1.70,0.00,3.25,3.25,0.00,,,,False,13399,Berry Granola Yoghurt Pot,5060531851279,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4093394,1245,
26,[],[],5262347,2023-07-21T15:10:00.569983,Success,4.50,4.50,0.00,2.63,0.00,4.50,4.50,0.00,,,,False,14426,Chicken Chipotle Wrap,5060531851439,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4090359,1245,
27,[],[],5262348,2023-07-21T15:10:00.569983,Success,2.25,2.25,0.00,0.65,0.20,2.25,1.88,0.38,,,,False,13403,N'Eat Healthy Apricot & Pumpkin Seeds Bar,5060096750956,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4090359,1245,
28,[],[],5262278,2023-07-21T15:05:03.464983,Success,1.50,1.50,0.00,0.57,0.20,1.50,1.25,0.25,,,,False,13380,Propercorn - Sweet & Salty,5060283760034,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4090302,1245,
29,[],[],5262279,2023-07-21T15:05:03.464983,Success,1.50,1.50,0.00,0.57,0.20,1.50,1.25,0.25,,,,False,13380,Propercorn - Sweet & Salty,5060283760034,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4090302,1245,
30,[],[],5262153,2023-07-21T14:56:15.837700,Success,4.50,4.50,0.00,2.49,0.00,4.50,4.50,0.00,,,,False,13370,Chicken & Bacon Caesar Wrap,5060531851415,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4090197,1245,
31,[],[],5260994,2023-07-21T13:40:03.771754,Success,6.20,6.20,0.00,3.10,0.00,6.20,6.20,0.00,,,,False,14427,Falafel Vitality Mezze Salad,5060531854645,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4089223,1245,
32,[],[],5260976,2023-07-21T13:38:49.769510,Success,4.50,4.50,0.00,2.49,0.00,4.50,4.50,0.00,,,,False,13370,Chicken & Bacon Caesar Wrap,5060531851415,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4089206,1245,
33,[],[],5260927,2023-07-21T13:36:41.398430,Success,2.25,2.25,0.00,0.65,0.20,2.25,1.88,0.38,,,,False,13403,N'Eat Healthy Apricot & Pumpkin Seeds Bar,5060096750956,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4089166,1245,
34,[],[],5260776,2023-07-21T13:28:19.357603,Success,2.95,2.95,0.00,1.95,0.20,2.95,2.46,0.49,,,,False,14432,Cold Press Juice - Brilliant Beets,5060531850319,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4089025,1245,
35,[],[],5259274,2023-07-21T12:03:38.153978,Success,3.25,3.25,0.00,1.70,0.00,3.25,3.25,0.00,,,,False,13399,Berry Granola Yoghurt Pot,5060531851279,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4087684,1245,
36,[],[],5259253,2023-07-21T12:02:38.678073,Success,6.20,6.20,0.00,3.00,0.00,6.20,6.20,0.00,,,,False,13374,Tuna Niçoise Protein Salad Box,5060531850104,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4087666,1245,
37,[],[],5256512,2023-07-21T09:44:54.871799,Success,3.25,3.25,0.00,1.70,0.00,3.25,3.25,0.00,,,,False,13399,Berry Granola Yoghurt Pot,5060531851279,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4085307,1245,
38,[],[],5256168,2023-07-21T09:23:04.753412,Success,2.75,2.75,0.00,1.20,0.20,2.75,2.29,0.46,,,,False,13389,Charitea - Black,42282303,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4085036,1245,
39,[],[],5255834,2023-07-21T09:01:46.849107,Success,4.50,4.50,0.00,2.63,0.00,4.50,4.50,0.00,,,,False,14426,Chicken Chipotle Wrap,5060531851439,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4084759,1245,
40,[],[],5255760,2023-07-21T08:55:49.172477,Success,1.50,1.50,0.00,0.48,0.20,1.50,1.25,0.25,,,,False,13396,Cano Water - Still,0731275727476,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4084693,1245,
41,[],[],5255761,2023-07-21T08:55:49.172477,Success,1.80,1.80,0.00,0.65,0.20,1.80,1.50,0.30,,,,False,13430,Kallo Yogurt Rice Cakes,5013665115779,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4084693,1245,
42,[],[],5255656,2023-07-21T08:47:21.475854,Success,1.50,1.50,0.00,0.42,0.20,1.50,1.25,0.25,,,,False,13395,Diet Coke,5449000053879,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4084604,1245,
43,[],[],5254785,2023-07-21T07:47:17.725075,Success,2.75,2.75,0.00,1.05,0.00,2.75,2.75,0.00,,,,False,13400,MOMA Porridge - Coconut & Chia,5060146373074,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4083825,1245,
44,[],[],5250814,2023-07-20T19:42:24.624018,Success,2.25,2.25,0.00,0.93,0.20,2.25,1.88,0.38,,,,False,13378,Omega 3 Nut Treat,5060531850180,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4080466,1245,
45,[],[],5250815,2023-07-20T19:42:24.624018,Success,1.25,1.25,0.00,0.49,0.20,1.25,1.04,0.21,,,,False,13386,Love Corn Pouch - Sea Salt,5060490400020,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4080466,1245,
46,[],[],5249867,2023-07-20T17:34:42.962967,Success,2.95,2.95,0.00,1.95,0.20,2.95,2.46,0.49,,,,False,14432,Cold Press Juice - Brilliant Beets,5060531850319,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4079706,1245,
47,[],[],5249868,2023-07-20T17:34:42.962967,Success,2.95,2.95,0.00,1.95,0.20,2.95,2.46,0.49,,,,False,14432,Cold Press Juice - Brilliant Beets,5060531850319,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4079706,1245,
48,[],[],5249869,2023-07-20T17:34:42.962967,Success,1.80,1.80,0.00,0.65,0.20,1.80,1.50,0.30,,,,False,13405,Kallo Dark Choc Rice Cakes,5013665115755,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4079706,1245,
49,[],[],5249508,2023-07-20T16:57:23.406414,Success,3.50,3.50,1.75,2.40,0.00,1.75,1.75,0.00,,,,False,14431,Pesto Chicken Sandwich,5060531854836,1664,Martee Micromarket 001,1095.0,Fresh Meal Discount - Lunch,Express Way - Greenwich (Reception),4079401,1245,
50,[],[],5249435,2023-07-20T16:50:05.245645,Success,2.75,2.75,0.00,1.08,0.20,2.75,2.29,0.46,,,,False,13384,The Protein Ball Co - Peanut Butter,0813047020166,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4079339,1245,
51,[],[],5249330,2023-07-20T16:38:35.486125,Success,3.25,3.25,1.62,2.25,0.00,1.63,1.63,0.00,,,,False,14430,Avocado & Goji Berry Bagel,5060531851484,1664,Martee Micromarket 001,1096.0,Fresh Meal Discount - Breakfast,Express Way - Greenwich (Reception),4079252,1245,
52,[],[],5248429,2023-07-20T15:27:42.806100,Success,2.90,2.90,0.00,1.88,0.00,2.90,2.90,0.00,,,,False,13363,Itsu Chilli Katsu Noodle Cup,5060262485262,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4078483,1245,
53,[],[],5246908,2023-07-20T13:40:50.136018,Success,2.95,2.95,0.00,1.95,0.20,2.95,2.46,0.49,,,,False,14432,Cold Press Juice - Brilliant Beets,5060531850319,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4077244,1245,
54,[],[],5246861,2023-07-20T13:37:54.204547,Success,2.25,2.25,0.00,0.95,0.20,2.25,1.88,0.38,,,,False,13402,Squirrel Sisters Raw Cacao Brownie Bar,5060453780008,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4077198,1245,
55,[],[],5245445,2023-07-20T12:14:42.681208,Success,1.50,1.50,0.00,0.42,0.20,1.50,1.25,0.25,,,,False,13395,Diet Coke,5449000053879,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4075992,1245,
56,[],[],5245446,2023-07-20T12:14:42.681208,Success,1.80,1.80,0.00,0.65,0.20,1.80,1.50,0.30,,,,False,13430,Kallo Yogurt Rice Cakes,5013665115779,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4075992,1245,
57,[],[],5244531,2023-07-20T11:24:38.443339,Success,2.75,2.75,0.00,1.20,0.20,2.75,2.29,0.46,,,,False,13389,Charitea - Black,42282303,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4075201,1245,
58,[],[],5243428,2023-07-20T10:33:07.453910,Success,2.90,2.90,0.58,1.39,0.20,2.32,1.93,0.39,KEEPEMFUELLED20,,,False,14358,Grind - Iced Oat Milk Latte,5060574950618,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4074269,1245,
59,[],[],5243340,2023-07-20T10:16:41.395432,Payment Declined,2.25,2.25,0.00,0.95,0.20,2.25,1.88,0.38,,,,False,13402,Squirrel Sisters Raw Cacao Brownie Bar,5060453780008,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4074200,1245,
60,[],[],5243338,2023-07-20T10:11:42.476339,Payment Declined,3.50,3.50,1.75,1.80,0.00,1.75,1.75,0.00,,,,False,14428,Egg Mayonaise Sandwich,5060531850449,1664,Martee Micromarket 001,1095.0,Fresh Meal Discount - Lunch,Express Way - Greenwich (Reception),4074198,1245,
61,[],[],5243337,2023-07-20T09:58:43.068865,Payment Declined,2.75,2.75,0.00,1.20,0.20,2.75,2.29,0.46,,,,False,13389,Charitea - Black,42282303,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4074197,1245,
62,[],[],5243336,2023-07-20T09:58:06.595984,Payment Declined,2.75,2.75,0.00,1.20,0.20,2.75,2.29,0.46,,,,False,13389,Charitea - Black,42282303,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4074196,1245,
63,[],[],5243334,2023-07-20T09:57:29.550221,Payment Declined,2.75,2.75,0.00,1.20,0.20,2.75,2.29,0.46,,,,False,13389,Charitea - Black,42282303,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4074195,1245,
64,[],[],5242064,2023-07-20T09:36:03.915510,Success,1.50,1.50,0.30,0.48,0.20,1.20,1.00,0.20,KEEPEMFUELLED20,,,False,13396,Cano Water - Still,0731275727476,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4073131,1245,
65,[],[],5241935,2023-07-20T09:27:57.000657,Success,4.50,4.50,2.25,2.63,0.00,2.25,2.25,0.00,,,,False,14426,Chicken Chipotle Wrap,5060531851439,1664,Martee Micromarket 001,1095.0,Fresh Meal Discount - Lunch,Express Way - Greenwich (Reception),4073015,1245,
66,[],[],5241053,2023-07-20T08:21:50.079703,Success,2.75,2.75,0.00,1.05,0.00,2.75,2.75,0.00,,,,False,13400,MOMA Porridge - Coconut & Chia,5060146373074,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4072275,1245,
67,[],[],5235469,2023-07-19T17:08:57.417855,Success,2.90,2.90,0.00,1.57,0.20,2.90,2.42,0.48,,,,False,13391,Brite Focus Drink - Pineapple Mango,5060538080009,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4067724,1245,
68,[],[],5234644,2023-07-19T15:57:45.455980,Success,4.50,4.50,0.00,2.63,0.00,4.50,4.50,0.00,,,,False,14426,Chicken Chipotle Wrap,5060531851439,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4067059,1245,
69,[],[],5234246,2023-07-19T15:25:40.816826,Success,3.50,3.50,0.00,1.80,0.00,3.50,3.50,0.00,,,,False,14428,Egg Mayonaise Sandwich,5060531850449,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4066742,1245,
70,[],[],5234060,2023-07-19T15:13:42.736653,Success,1.50,1.50,0.00,0.42,0.20,1.50,1.25,0.25,,,,False,13395,Diet Coke,5449000053879,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4066593,1245,
71,[],[],5233909,2023-07-19T15:04:24.064371,Success,1.90,1.90,0.00,0.92,0.20,1.90,1.58,0.32,,,,False,13392,Something & Nothing Seltzer - Cucumber,5060557310002,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4066479,1245,
72,[],[],5232674,2023-07-19T13:45:39.872296,Success,1.50,1.50,0.00,0.42,0.20,1.50,1.25,0.25,,,,False,13395,Diet Coke,5449000053879,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4065451,1245,
73,[],[],5232139,2023-07-19T13:18:03.217632,Success,4.50,4.50,0.00,2.63,0.00,4.50,4.50,0.00,,,,False,14426,Chicken Chipotle Wrap,5060531851439,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4065004,1245,
74,[],[],5231579,2023-07-19T12:49:11.771658,Success,4.50,4.50,0.00,2.63,0.00,4.50,4.50,0.00,,,,False,14426,Chicken Chipotle Wrap,5060531851439,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4064516,1245,
75,[],[],5231394,2023-07-19T12:40:41.574220,Success,3.95,3.95,0.00,2.25,0.00,3.95,3.95,0.00,,,,False,14430,Avocado & Goji Berry Bagel,5060531851484,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4064354,1245,
76,[],[],5230888,2023-07-19T12:18:27.880981,Payment Declined,4.50,4.50,0.00,2.49,0.00,4.50,4.50,0.00,,,,False,13370,Chicken & Bacon Caesar Wrap,5060531851415,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4063963,1245,
77,[],[],5230879,2023-07-19T12:18:11.457018,Payment Declined,4.50,4.50,0.00,2.49,0.00,4.50,4.50,0.00,,,,False,13370,Chicken & Bacon Caesar Wrap,5060531851415,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4063956,1245,
78,[],[],5230795,2023-07-19T12:13:43.157785,Payment Declined,4.50,4.50,0.00,2.49,0.00,4.50,4.50,0.00,,,,False,13370,Chicken & Bacon Caesar Wrap,5060531851415,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4063889,1245,
79,[],[],5230766,2023-07-19T12:12:33.178097,Payment Declined,4.50,4.50,0.00,2.63,0.00,4.50,4.50,0.00,,,,False,14426,Chicken Chipotle Wrap,5060531851439,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4063864,1245,
80,[],[],5230767,2023-07-19T12:12:33.178097,Payment Declined,1.50,1.50,0.00,0.42,0.20,1.50,1.25,0.25,,,,False,13395,Diet Coke,5449000053879,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4063864,1245,
81,[],[],5230768,2023-07-19T12:12:33.178097,Payment Declined,1.80,1.80,0.00,0.65,0.20,1.80,1.50,0.30,,,,False,13430,Kallo Yogurt Rice Cakes,5013665115779,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4063864,1245,
82,[],[],5230754,2023-07-19T12:12:05.557974,Payment Declined,4.50,4.50,0.00,2.63,0.00,4.50,4.50,0.00,,,,False,14426,Chicken Chipotle Wrap,5060531851439,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4063855,1245,
83,[],[],5230755,2023-07-19T12:12:05.557974,Payment Declined,1.50,1.50,0.00,0.42,0.20,1.50,1.25,0.25,,,,False,13395,Diet Coke,5449000053879,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4063855,1245,
84,[],[],5230756,2023-07-19T12:12:05.557974,Payment Declined,1.80,1.80,0.00,0.65,0.20,1.80,1.50,0.30,,,,False,13430,Kallo Yogurt Rice Cakes,5013665115779,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4063855,1245,
85,[],[],5230745,2023-07-19T12:11:35.885506,Payment Declined,4.50,4.50,0.00,2.63,0.00,4.50,4.50,0.00,,,,False,14426,Chicken Chipotle Wrap,5060531851439,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4063848,1245,
86,[],[],5230746,2023-07-19T12:11:35.885506,Payment Declined,1.50,1.50,0.00,0.42,0.20,1.50,1.25,0.25,,,,False,13395,Diet Coke,5449000053879,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4063848,1245,
87,[],[],5230747,2023-07-19T12:11:35.885506,Payment Declined,1.80,1.80,0.00,0.65,0.20,1.80,1.50,0.30,,,,False,13430,Kallo Yogurt Rice Cakes,5013665115779,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4063848,1245,
88,[],[],5230725,2023-07-19T12:11:17.310723,Payment Declined,4.50,4.50,0.00,2.63,0.00,4.50,4.50,0.00,,,,False,14426,Chicken Chipotle Wrap,5060531851439,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4063835,1245,
89,[],[],5230726,2023-07-19T12:11:17.310723,Payment Declined,1.50,1.50,0.00,0.42,0.20,1.50,1.25,0.25,,,,False,13395,Diet Coke,5449000053879,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4063835,1245,
90,[],[],5230727,2023-07-19T12:11:17.310723,Payment Declined,1.80,1.80,0.00,0.65,0.20,1.80,1.50,0.30,,,,False,13430,Kallo Yogurt Rice Cakes,5013665115779,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4063835,1245,
91,[],[],5230651,2023-07-19T12:07:25.921507,Payment Declined,2.90,2.90,0.00,1.88,0.00,2.90,2.90,0.00,,,,False,13363,Itsu Chilli Katsu Noodle Cup,5060262485262,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4063776,1245,
92,[],[],5230647,2023-07-19T12:07:01.536807,Payment Declined,2.90,2.90,0.00,1.88,0.00,2.90,2.90,0.00,,,,False,13363,Itsu Chilli Katsu Noodle Cup,5060262485262,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4063772,1245,
93,[],[],5230639,2023-07-19T12:06:27.970190,Payment Declined,2.90,2.90,0.00,1.88,0.00,2.90,2.90,0.00,,,,False,13363,Itsu Chilli Katsu Noodle Cup,5060262485262,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4063764,1245,
94,[],[],5230630,2023-07-19T12:05:49.998071,Payment Declined,2.90,2.90,0.00,1.88,0.00,2.90,2.90,0.00,,,,False,13363,Itsu Chilli Katsu Noodle Cup,5060262485262,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4063755,1245,
95,[],[],5230602,2023-07-19T12:04:38.871931,Payment Declined,2.90,2.90,0.00,1.88,0.00,2.90,2.90,0.00,,,,False,13363,Itsu Chilli Katsu Noodle Cup,5060262485262,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),4063734,1245,
